HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.KeyTerm,Input.Sentence,Input.System1,Input.System2,Input.Reverse,Input.SentenceNumber,Input.text1,Input.text2,Answer.Compare Quality of System Output.label,Answer.utterance,Approve,Reject
38Z7YZ2SB38FMPG796OHHIQUCF1QIV,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,31Q0U3WYDQLW3LCNV2Z6ECO10NW718,A1U2BPOD8PSBF4,Submitted,Sun Feb 24 20:26:48 PST 2019,Sun Feb 24 20:28:18 PST 2019,Wed Feb 27 20:28:18 PST 2019,,,,90,0% (0/0),0% (0/0),0% (0/0),coloration,"Point coloration refers to animal coat coloration with a pale body and relatively darker extremities , i.e. the face , ears , feet , tail , and -lrb- in males -rrb- scrotum .","Relation: refers, Related to: to animal coat coloration with a pale body and relatively darker extremities , i.e. the face , ears , feet , tail , and -lrb- in males -rrb-<br/>Relation: animal, Related to: coat coloration","Relation: is defined as, Related to: animal coat coloration with a pale body and relatively darker , i.e. face , ears , feet , tail , and -lrb- in males -rrb- scrotum",1,1,,,3 - Cannot tell: Both are equally good/bad,it;s verry good in the work,,
38Z7YZ2SB38FMPG796OHHIQUCF1QIV,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,3CFJTT4SXUW73R8L39KC6B5NHP77I0,A1HNR6OIRFCEHS,Submitted,Sun Feb 24 20:16:24 PST 2019,Sun Feb 24 20:16:54 PST 2019,Wed Feb 27 20:16:54 PST 2019,,,,30,0% (0/0),0% (0/0),0% (0/0),coloration,"Point coloration refers to animal coat coloration with a pale body and relatively darker extremities , i.e. the face , ears , feet , tail , and -lrb- in males -rrb- scrotum .","Relation: refers, Related to: to animal coat coloration with a pale body and relatively darker extremities , i.e. the face , ears , feet , tail , and -lrb- in males -rrb-<br/>Relation: animal, Related to: coat coloration","Relation: is defined as, Related to: animal coat coloration with a pale body and relatively darker , i.e. face , ears , feet , tail , and -lrb- in males -rrb- scrotum",1,1,,,3 - Cannot tell: Both are equally good/bad,almost the same,,
38Z7YZ2SB38FMPG796OHHIQUCF1QIV,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,3H7Z272LX8DYZYKRKYB6YDO0YN6PL2,A3T1HG9HAJYGWX,Submitted,Sun Feb 24 20:15:57 PST 2019,Sun Feb 24 20:16:47 PST 2019,Wed Feb 27 20:16:47 PST 2019,,,,50,0% (0/0),0% (0/0),0% (0/0),coloration,"Point coloration refers to animal coat coloration with a pale body and relatively darker extremities , i.e. the face , ears , feet , tail , and -lrb- in males -rrb- scrotum .","Relation: refers, Related to: to animal coat coloration with a pale body and relatively darker extremities , i.e. the face , ears , feet , tail , and -lrb- in males -rrb-<br/>Relation: animal, Related to: coat coloration","Relation: is defined as, Related to: animal coat coloration with a pale body and relatively darker , i.e. face , ears , feet , tail , and -lrb- in males -rrb- scrotum",1,1,,,1 - System 1,clear information,,
35JDMRECC4FCTVK7ARTE2PO0EZLEGF,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3R3YRB5GRG9UVK1J4TLAZ5VOCS1AU3,A301X9EE0SXTYL,Submitted,Sun Feb 24 20:38:30 PST 2019,Sun Feb 24 20:40:01 PST 2019,Wed Feb 27 20:40:01 PST 2019,,,,91,0% (0/0),0% (0/0),0% (0/0),eating,"Eating -lrb- also known as consuming -rrb- is the ingestion of food , typically to provide a heterotrophic organism with energy and to allow for growth .","Relation: is a, Related to: known consuming<br/>Relation: is defined as, Related to: ingestion of food , typically to provide a heterotrophic organism with energy and to allow for growth","Relation: known, Related to: as consuming -rrb-<br/>Relation: consuming, Related to: -rrb-<br/>Relation: is, Related to: the ingestion of food , typically to provide a heterotrophic organism with energy",0,1,,,1 - System 1,NICE ANSWER,,
35JDMRECC4FCTVK7ARTE2PO0EZLEGF,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3VNL7UK1XGPARY32F4HS8AKDQU7FTU,A9HQ3E0F2AGVO,Submitted,Sun Feb 24 20:38:01 PST 2019,Sun Feb 24 20:38:17 PST 2019,Wed Feb 27 20:38:17 PST 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),eating,"Eating -lrb- also known as consuming -rrb- is the ingestion of food , typically to provide a heterotrophic organism with energy and to allow for growth .","Relation: is a, Related to: known consuming<br/>Relation: is defined as, Related to: ingestion of food , typically to provide a heterotrophic organism with energy and to allow for growth","Relation: known, Related to: as consuming -rrb-<br/>Relation: consuming, Related to: -rrb-<br/>Relation: is, Related to: the ingestion of food , typically to provide a heterotrophic organism with energy",0,1,,,1 - System 1,"most streamlined format, doesn't include -rrb- or repeated information",,
35JDMRECC4FCTVK7ARTE2PO0EZLEGF,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3XCC1ODXDMHU28GJPVNRKUN99BIQRL,A3E1UFYYW58KY8,Submitted,Sun Feb 24 20:36:42 PST 2019,Sun Feb 24 20:37:08 PST 2019,Wed Feb 27 20:37:08 PST 2019,,,,26,0% (0/0),0% (0/0),0% (0/0),eating,"Eating -lrb- also known as consuming -rrb- is the ingestion of food , typically to provide a heterotrophic organism with energy and to allow for growth .","Relation: is a, Related to: known consuming<br/>Relation: is defined as, Related to: ingestion of food , typically to provide a heterotrophic organism with energy and to allow for growth","Relation: known, Related to: as consuming -rrb-<br/>Relation: consuming, Related to: -rrb-<br/>Relation: is, Related to: the ingestion of food , typically to provide a heterotrophic organism with energy",0,1,,,3 - Cannot tell: Both are equally good/bad,They are basicall the same except for the -rrb- relation,,
388FBO7JZRZG9SIKXWI3ZCPDXNCNYB,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,333U7HK6IALJFBT1C48YI4UJGF0DJC,AW5CAVAQBYOLE,Submitted,Sun Feb 24 20:38:30 PST 2019,Sun Feb 24 20:44:09 PST 2019,Wed Feb 27 20:44:09 PST 2019,,,,339,0% (0/0),0% (0/0),0% (0/0),pie,A pie is a baked dish which is usually made of a pastry dough casing that covers or completely contains a filling of various sweet or savoury ingredients .,"Relation: is, Related to: a baked dish which is usually made of a pastry dough casing","Relation: is a, Related to: baked dish which usually made of a pastry dough that covers or filling of various savoury<br/>Relation: has the property, Related to: completely contains a sweet or<br/>Relation: is defined as, Related to: ingredients",1,1,,,2 - System 2,NICE ANSWER,,
388FBO7JZRZG9SIKXWI3ZCPDXNCNYB,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,33CID57105ZRS9F4M0EZLALZTRFL3N,A3F9N2P4NUUR7S,Submitted,Sun Feb 24 20:35:23 PST 2019,Sun Feb 24 20:40:26 PST 2019,Wed Feb 27 20:40:26 PST 2019,,,,303,0% (0/0),0% (0/0),0% (0/0),pie,A pie is a baked dish which is usually made of a pastry dough casing that covers or completely contains a filling of various sweet or savoury ingredients .,"Relation: is, Related to: a baked dish which is usually made of a pastry dough casing","Relation: is a, Related to: baked dish which usually made of a pastry dough that covers or filling of various savoury<br/>Relation: has the property, Related to: completely contains a sweet or<br/>Relation: is defined as, Related to: ingredients",1,1,,,2 - System 2,IT includes more point,,
388FBO7JZRZG9SIKXWI3ZCPDXNCNYB,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,354GIDR5ZCCIELRLEKAXLSV4NHK00Y,AVZOGPWNTUPC4,Submitted,Sun Feb 24 20:15:05 PST 2019,Sun Feb 24 20:16:09 PST 2019,Wed Feb 27 20:16:09 PST 2019,,,,64,0% (0/0),0% (0/0),0% (0/0),pie,A pie is a baked dish which is usually made of a pastry dough casing that covers or completely contains a filling of various sweet or savoury ingredients .,"Relation: is, Related to: a baked dish which is usually made of a pastry dough casing","Relation: is a, Related to: baked dish which usually made of a pastry dough that covers or filling of various savoury<br/>Relation: has the property, Related to: completely contains a sweet or<br/>Relation: is defined as, Related to: ingredients",1,1,,,2 - System 2,It is more complete,,
3M67TQBQQHUUO8GNGGLIEPCMP7S9AO,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3DH6GAKTYZVCD1TWQMYYJJSAH1IYZP,A2TU89V68N6GPU,Submitted,Sun Feb 24 20:39:00 PST 2019,Sun Feb 24 20:40:14 PST 2019,Wed Feb 27 20:40:14 PST 2019,,,,74,0% (0/0),0% (0/0),0% (0/0),asphalt,"Asphalt , also known as bitumen -lrb- uk : , us : -rrb- , is a sticky , black , and highly viscous liquid or semi-solid form of petroleum .","Relation: is defined as, Related to: bitumen uk : , :<br/>Relation: is a, Related to: a sticky , black , and highly viscous liquid or semi-solid form of petroleum","Relation: known, Related to: as bitumen -lrb- uk<br/>Relation: is, Related to: a sticky , black , and highly viscous liquid or semi - solid form of petroleum",0,1,,,1 - System 1,nice,,
3M67TQBQQHUUO8GNGGLIEPCMP7S9AO,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3I0BTBYZAYRFBGN6MSL6DKPOZU00Y0,AW5CAVAQBYOLE,Submitted,Sun Feb 24 20:38:27 PST 2019,Sun Feb 24 20:43:38 PST 2019,Wed Feb 27 20:43:38 PST 2019,,,,311,0% (0/0),0% (0/0),0% (0/0),asphalt,"Asphalt , also known as bitumen -lrb- uk : , us : -rrb- , is a sticky , black , and highly viscous liquid or semi-solid form of petroleum .","Relation: is defined as, Related to: bitumen uk : , :<br/>Relation: is a, Related to: a sticky , black , and highly viscous liquid or semi-solid form of petroleum","Relation: known, Related to: as bitumen -lrb- uk<br/>Relation: is, Related to: a sticky , black , and highly viscous liquid or semi - solid form of petroleum",0,1,,,2 - System 2,GOOD ANSWER,,
3M67TQBQQHUUO8GNGGLIEPCMP7S9AO,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3QY7M81QH8SY9MY93C5OJRK09TW7KB,A3F9N2P4NUUR7S,Submitted,Sun Feb 24 20:17:13 PST 2019,Sun Feb 24 20:21:17 PST 2019,Wed Feb 27 20:21:17 PST 2019,,,,244,0% (0/0),0% (0/0),0% (0/0),asphalt,"Asphalt , also known as bitumen -lrb- uk : , us : -rrb- , is a sticky , black , and highly viscous liquid or semi-solid form of petroleum .","Relation: is defined as, Related to: bitumen uk : , :<br/>Relation: is a, Related to: a sticky , black , and highly viscous liquid or semi-solid form of petroleum","Relation: known, Related to: as bitumen -lrb- uk<br/>Relation: is, Related to: a sticky , black , and highly viscous liquid or semi - solid form of petroleum",0,1,,,3 - Cannot tell: Both are equally good/bad,Both explains equally,,
3HA5ODM5KAYWLBFK0HC5R7VP25ISVJ,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,33PPO7FECWLNK09VUMNY63FJ30AID4,A3F9N2P4NUUR7S,Submitted,Sun Feb 24 20:35:24 PST 2019,Sun Feb 24 20:40:40 PST 2019,Wed Feb 27 20:40:40 PST 2019,,,,316,0% (0/0),0% (0/0),0% (0/0),sweden,"At 450,295 square kilometres -lrb- 173,860 sq mi -rrb- , sweden is the largest country in northern europe , the third-largest country in the european union and the fifth largest country in europe by area .","Relation: is, Related to: the largest country in northern europe","Relation: is used for, Related to: At 450,295 square kilometres -lrb- 173,860 sq<br/>Relation: is defined as, Related to: largest country in northern europe , the third-largest country in the european union and the fifth largest country in europe by area",1,3,,,3 - Cannot tell: Both are equally good/bad,include more points,,
3HA5ODM5KAYWLBFK0HC5R7VP25ISVJ,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,39OWYR0EPLX68K2WPA4RGRCS5WNYF0,A3E1UFYYW58KY8,Submitted,Sun Feb 24 20:22:20 PST 2019,Sun Feb 24 20:22:34 PST 2019,Wed Feb 27 20:22:34 PST 2019,,,,14,0% (0/0),0% (0/0),0% (0/0),sweden,"At 450,295 square kilometres -lrb- 173,860 sq mi -rrb- , sweden is the largest country in northern europe , the third-largest country in the european union and the fifth largest country in europe by area .","Relation: is, Related to: the largest country in northern europe","Relation: is used for, Related to: At 450,295 square kilometres -lrb- 173,860 sq<br/>Relation: is defined as, Related to: largest country in northern europe , the third-largest country in the european union and the fifth largest country in europe by area",1,3,,,2 - System 2,Has the whole definition basically,,
3HA5ODM5KAYWLBFK0HC5R7VP25ISVJ,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,3X1FV8S5JYXVIQ3MVJNPRD8AOUMVGO,A8IVHFOJ3NYTM,Submitted,Sun Feb 24 20:35:36 PST 2019,Sun Feb 24 20:36:59 PST 2019,Wed Feb 27 20:36:59 PST 2019,,,,83,0% (0/0),0% (0/0),0% (0/0),sweden,"At 450,295 square kilometres -lrb- 173,860 sq mi -rrb- , sweden is the largest country in northern europe , the third-largest country in the european union and the fifth largest country in europe by area .","Relation: is, Related to: the largest country in northern europe","Relation: is used for, Related to: At 450,295 square kilometres -lrb- 173,860 sq<br/>Relation: is defined as, Related to: largest country in northern europe , the third-largest country in the european union and the fifth largest country in europe by area",1,3,,,2 - System 2,IT WAS RELATED TO TARGET TERM.,,
3QX22DUVOONTNG2FGKGJFYWJAG0VMA,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,3IHR8NYAM8721QD6E6CPCWMPC1BP49,A2TU89V68N6GPU,Submitted,Sun Feb 24 20:10:47 PST 2019,Sun Feb 24 20:10:59 PST 2019,Wed Feb 27 20:10:59 PST 2019,,,,12,0% (0/0),0% (0/0),0% (0/0),cactus,"A cactus -lrb- plural : cacti , cactuses , or cactus -rrb- is a member of the plant family cactaceae , a family comprising about 127 genera with some 1750 known species of the order caryophyllales .","Relation: is used for, Related to: A cactus<br/>Relation: is defined as, Related to: cactuses cactus about 127 genera with some known species of the order caryophyllales<br/>Relation: is a, Related to: a member of the plant family cactaceae , family<br/>Relation: has the property, Related to: A cactus<br/>Relation: is a, Related to: a member of the plant family cactaceae , a family about<br/>Relation: is defined as, Related to: 127 genera with some known species of the order caryophyllales","Relation: is, Related to: a member of the plant family cactaceae<br/>Relation: is, Related to: a member of the plant family cactaceae",0,1,,,2 - System 2,nice,,
3QX22DUVOONTNG2FGKGJFYWJAG0VMA,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,3VNXK88KKDOG3GGEHDHFZWMNKHQV9W,A3E1UFYYW58KY8,Submitted,Sun Feb 24 20:20:09 PST 2019,Sun Feb 24 20:20:39 PST 2019,Wed Feb 27 20:20:39 PST 2019,,,,30,0% (0/0),0% (0/0),0% (0/0),cactus,"A cactus -lrb- plural : cacti , cactuses , or cactus -rrb- is a member of the plant family cactaceae , a family comprising about 127 genera with some 1750 known species of the order caryophyllales .","Relation: is used for, Related to: A cactus<br/>Relation: is defined as, Related to: cactuses cactus about 127 genera with some known species of the order caryophyllales<br/>Relation: is a, Related to: a member of the plant family cactaceae , family<br/>Relation: has the property, Related to: A cactus<br/>Relation: is a, Related to: a member of the plant family cactaceae , a family about<br/>Relation: is defined as, Related to: 127 genera with some known species of the order caryophyllales","Relation: is, Related to: a member of the plant family cactaceae<br/>Relation: is, Related to: a member of the plant family cactaceae",0,1,,,1 - System 1,System 1 is way more scdescriptive while system 2 just repeats the samet thing twice,,
3QX22DUVOONTNG2FGKGJFYWJAG0VMA,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,3W2LOLRXLCL8R5IOCQ3UO8B0A5PKRM,A1P7U2ULSAE7YL,Submitted,Sun Feb 24 20:13:16 PST 2019,Sun Feb 24 20:14:57 PST 2019,Wed Feb 27 20:14:57 PST 2019,,,,101,0% (0/0),0% (0/0),0% (0/0),cactus,"A cactus -lrb- plural : cacti , cactuses , or cactus -rrb- is a member of the plant family cactaceae , a family comprising about 127 genera with some 1750 known species of the order caryophyllales .","Relation: is used for, Related to: A cactus<br/>Relation: is defined as, Related to: cactuses cactus about 127 genera with some known species of the order caryophyllales<br/>Relation: is a, Related to: a member of the plant family cactaceae , family<br/>Relation: has the property, Related to: A cactus<br/>Relation: is a, Related to: a member of the plant family cactaceae , a family about<br/>Relation: is defined as, Related to: 127 genera with some known species of the order caryophyllales","Relation: is, Related to: a member of the plant family cactaceae<br/>Relation: is, Related to: a member of the plant family cactaceae",0,1,,,1 - System 1,most of the facts of definition of cactus is mentioned in system 1,,
3VDVA3ILIDLD9UQVY3YZV556PQHG1Y,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,31LM9EDVOMYS1NKE1YM1E96DUJ0JNY,A3F9N2P4NUUR7S,Submitted,Sun Feb 24 20:06:51 PST 2019,Sun Feb 24 20:11:33 PST 2019,Wed Feb 27 20:11:33 PST 2019,,,,282,0% (0/0),0% (0/0),0% (0/0),incineration,Incineration is a waste treatment process that involves the combustion of organic substances contained in waste materials .,"Relation: is, Related to: a waste treatment process that involves the combustion of organic substances","Relation: is a, Related to: a waste treatment process that involves the combustion of organic substances contained in waste materials",1,1,,,2 - System 2,it include more point,,
3VDVA3ILIDLD9UQVY3YZV556PQHG1Y,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3R9WASFE20M6DAC1LW6AUYLUBQRZFS,A8IVHFOJ3NYTM,Submitted,Sun Feb 24 20:12:04 PST 2019,Sun Feb 24 20:13:26 PST 2019,Wed Feb 27 20:13:26 PST 2019,,,,82,0% (0/0),0% (0/0),0% (0/0),incineration,Incineration is a waste treatment process that involves the combustion of organic substances contained in waste materials .,"Relation: is, Related to: a waste treatment process that involves the combustion of organic substances","Relation: is a, Related to: a waste treatment process that involves the combustion of organic substances contained in waste materials",1,1,,,1 - System 1,IT WAS MATCH TO TARGET TERM.,,
3VDVA3ILIDLD9UQVY3YZV556PQHG1Y,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3WLEIWSYHPN0LV0VRFLWA8N06W62HM,A1HNR6OIRFCEHS,Submitted,Sun Feb 24 20:14:37 PST 2019,Sun Feb 24 20:14:53 PST 2019,Wed Feb 27 20:14:53 PST 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),incineration,Incineration is a waste treatment process that involves the combustion of organic substances contained in waste materials .,"Relation: is, Related to: a waste treatment process that involves the combustion of organic substances","Relation: is a, Related to: a waste treatment process that involves the combustion of organic substances contained in waste materials",1,1,,,2 - System 2,more detailed,,
38DCH97KHH8BH00DRO9HTJ5UPUQQJ7,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,3ATPCQ38J9GBCTLOEUIZ2Q118GBYAO,A3E1UFYYW58KY8,Submitted,Sun Feb 24 20:35:54 PST 2019,Sun Feb 24 20:36:11 PST 2019,Wed Feb 27 20:36:11 PST 2019,,,,17,0% (0/0),0% (0/0),0% (0/0),glitter,"Glitter describes an assortment of small , reflective particles that come in a variety of shapes and colors .","Relation: is a, Related to: an assortment of small , reflective particles that come variety<br/>Relation: is defined as, Related to: in and<br/>Relation: is part of, Related to: shapes","Relation: describes, Related to: an assortment of small , reflective particles",0,1,,,2 - System 2,system 2 is concise and on the point,,
38DCH97KHH8BH00DRO9HTJ5UPUQQJ7,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,3MAOD8E57RGTW7P3I2125IES5HGNXR,A1U2BPOD8PSBF4,Submitted,Sun Feb 24 20:35:35 PST 2019,Sun Feb 24 20:35:54 PST 2019,Wed Feb 27 20:35:54 PST 2019,,,,19,0% (0/0),0% (0/0),0% (0/0),glitter,"Glitter describes an assortment of small , reflective particles that come in a variety of shapes and colors .","Relation: is a, Related to: an assortment of small , reflective particles that come variety<br/>Relation: is defined as, Related to: in and<br/>Relation: is part of, Related to: shapes","Relation: describes, Related to: an assortment of small , reflective particles",0,1,,,1 - System 1,it;s verry good in the work,,
38DCH97KHH8BH00DRO9HTJ5UPUQQJ7,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:16 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:16 PST 2019,,,3WYGZ5XF3XLKSKI1RF3ZEIGWW79KSB,A3EL0EEIRKNWZW,Submitted,Sun Feb 24 20:34:22 PST 2019,Sun Feb 24 20:34:38 PST 2019,Wed Feb 27 20:34:38 PST 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),glitter,"Glitter describes an assortment of small , reflective particles that come in a variety of shapes and colors .","Relation: is a, Related to: an assortment of small , reflective particles that come variety<br/>Relation: is defined as, Related to: in and<br/>Relation: is part of, Related to: shapes","Relation: describes, Related to: an assortment of small , reflective particles",0,1,,,1 - System 1,same as definition given,,
